ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,data_nascimento,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,nome_anonimizado,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,ra,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma
2018,2010,2022,Sim,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,11.0,42.0,3.0,2010-01-01,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Masculino,9.2,10.0,8.1,12,8.3,,,8.442,,Não,8.3,Rede Decisão,,6.3,8.625,7.7,Aluno-180,4.0,Topázio,,,Topázio,Topázio,,8.3,RA-180,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Requer avaliação,A
2019,2009,2022,Sim,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,6.0,25.0,2.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,9.2,10.0,6.8,13,9.5,,,8.623,,Não,6.2,Rede Decisão,,8.8,8.458,6.8,Aluno-181,4.0,Topázio,,,Ametista,Topázio,,7.3,RA-181,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não atendido,A
2021,2006,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,93.0,677.0,15.0,2006-01-01,-3.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 6 (2º EM),Feminino,7.5,2.5,4.1,16,8.0,,,6.328,,Não,5.4,Escola Pública,,7.5,6.958,1.3,Aluno-182,4.0,nan,,,Quartzo,Ágata,,5.7,RA-182,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não atendido,A
2022,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,46.0,394.0,11.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,8.3,10.0,3.8,13,8.8,,,7.3,,Não,,Escola Pública,,7.5,7.25,0.0,Aluno-183,4.0,nan,,,nan,Ametista,,7.5,RA-183,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não atendido,A
2019,2006,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,47.0,403.0,12.0,2006-01-01,-3.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 6 (2º EM),Masculino,8.8,2.5,7.2,16,7.7,,,7.28,,Sim,9.3,Escola Pública,,7.5,8.0,5.0,Aluno-184,4.0,Ametista,,,Ametista,Ametista,,7.3,RA-184,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não atendido,A
2021,2007,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,81.0,621.0,14.0,2007-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 5 (1º EM),Masculino,7.9,5.0,4.5,15,7.7,,,6.615,,Não,4.5,Escola Pública,,7.5,6.875,3.3,Aluno-185,4.0,nan,,,Quartzo,Ágata,,5.7,RA-185,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não atendido,A
2019,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,29.0,192.0,7.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,8.3,10.0,6.6,13,8.5,,,7.832,,Sim,8.0,Escola Pública,,7.5,7.5,6.0,Aluno-186,4.0,Ametista,,,Ametista,Ametista,,5.7,RA-186,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,A
2019,2010,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,25.0,161.0,6.0,2010-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,8.8,10.0,5.8,12,8.9,,,7.928,,Não,4.8,Rede Decisão,,7.5,7.917,5.3,Aluno-187,4.0,Ametista,,,Topázio,Ametista,,7.2,RA-187,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,A
2021,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,122.0,803.0,16.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Masculino,0.0,5.0,2.7,14,6.1,,,5.307,,Sim,2.0,Escola Pública,,7.5,7.583,3.0,Aluno-188,4.0,nan,,,Ametista,Quartzo,,3.2,RA-188,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Não atendido,A
2018,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,33.0,261.0,8.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Masculino,10.0,5.0,7.2,14,9.7,,,7.629,,Não,8.0,Rede Decisão,,5.0,7.333,6.3,Aluno-189,4.0,Ametista,,,Ametista,Ametista,,7.2,RA-189,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Requer avaliação,A
2022,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,44.0,380.0,10.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,6.7,10.0,6.3,13,6.9,,,7.335,,Não,,Escola Pública,,8.8,7.25,5.0,Aluno-190,4.0,nan,,,nan,Ametista,,7.5,RA-190,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não atendido,A
2019,2009,2022,Sim,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,2.0,13.0,1.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Masculino,10.0,10.0,7.2,13,9.4,,,8.74,,Não,6.3,Rede Decisão,,8.8,8.5,8.0,Aluno-191,4.0,Topázio,,,Topázio,Topázio,,7.2,RA-191,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,A
2021,2007,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,130.0,829.0,14.0,2007-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 5 (1º EM),Masculino,8.8,5.0,2.7,15,3.6,,,4.932,,Não,1.7,Escola Pública,,7.5,4.708,1.7,Aluno-192,4.0,nan,,,Quartzo,Quartzo,,4.7,RA-192,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Alocado em Fase anterior,Não atendido,B
2016,2010,2022,Sim,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,16.0,95.0,2.0,2010-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Masculino,9.2,10.0,6.7,12,8.9,,,8.155,,Não,8.7,Rede Decisão,,5.6,8.5,5.0,Aluno-193,4.0,Topázio,,,Topázio,Topázio,,6.3,RA-193,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,B
2022,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,144.0,851.0,15.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Feminino,0.0,5.0,3.2,14,6.2,,,4.265,,Não,0.0,Escola Pública,,5.0,3.75,3.7,Aluno-194,4.0,nan,,,nan,Quartzo,,5.8,RA-194,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Requer avaliação,B
2017,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,21.0,137.0,4.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,8.8,10.0,6.3,13,9.2,,,8.017,,Não,5.8,Rede Decisão,,5.0,8.25,6.8,Aluno-195,4.0,Ametista,,,Ametista,Ametista,,6.3,RA-195,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Requer avaliação,B
2018,2010,2022,Sim,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,17.0,106.0,3.0,2010-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Masculino,9.2,10.0,5.1,12,9.1,,,8.124,,Não,5.3,Rede Decisão,,7.5,8.625,4.0,Aluno-196,4.0,Ametista,,,Topázio,Topázio,,6.0,RA-196,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,B
2021,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,15.0,82.0,1.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,8.8,10.0,7.3,13,9.7,,,8.218,,Não,8.3,Rede Decisão,,4.4,8.292,6.0,Aluno-197,4.0,nan,,,Topázio,Topázio,,7.5,RA-197,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Requer avaliação,B
2017,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,117.0,782.0,11.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Masculino,0.0,10.0,4.6,13,6.2,,,5.554,,Não,2.8,Escola Pública,,5.0,5.958,5.2,Aluno-198,4.0,Ametista,,,Quartzo,Quartzo,,5.8,RA-198,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Requer avaliação,B
2022,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,34.0,287.0,5.0,2009-01-01,0.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Masculino,8.3,10.0,7.5,13,7.1,,,7.564,,Não,9.0,Escola Pública,,7.5,6.458,5.7,Aluno-199,4.0,nan,,,nan,Ametista,,7.8,RA-199,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não atendido,B
2018,2007,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,109.0,759.0,9.0,2007-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 5 (1º EM),Masculino,7.9,5.0,5.5,15,5.6,,,5.705,,Não,6.8,Escola JP II,,4.4,4.917,4.7,Aluno-200,4.0,Quartzo,,,Quartzo,Quartzo,,5.0,RA-200,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Requer avaliação,B
2021,2007,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,58.0,462.0,7.0,2007-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 5 (1º EM),Feminino,7.9,5.0,6.5,15,7.3,,,7.078,,Não,6.3,Escola Pública,,7.5,7.542,6.0,Aluno-201,4.0,nan,,,Ágata,Ametista,,7.2,RA-201,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não atendido,B
2017,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,123.0,810.0,13.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Feminino,0.0,5.0,5.4,14,5.2,,,5.201,,Sim,4.2,Escola Pública,,4.4,6.917,6.3,Aluno-202,4.0,Ametista,,,Ametista,Quartzo,,5.8,RA-202,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Requer avaliação,B
2021,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,113.0,766.0,10.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Feminino,8.8,5.0,2.8,14,4.3,,,5.669,,Não,2.5,Escola Pública,,7.5,6.875,2.3,Aluno-203,4.0,nan,,,Ametista,Quartzo,,3.5,RA-203,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não atendido,B
2019,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,64.0,509.0,8.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,7.9,10.0,7.4,13,6.7,,,6.943,,Não,8.5,Escola Pública,,4.4,5.708,5.3,Aluno-204,4.0,Ametista,,,Ametista,Ágata,,8.5,RA-204,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Requer avaliação,B
2020,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,120.0,797.0,12.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Masculino,9.6,5.0,4.1,14,3.8,,,5.372,,Não,5.0,Escola Pública,,7.5,4.833,5.7,Aluno-205,4.0,Ametista,,,Ametista,Quartzo,,1.7,RA-205,Promovido de Fase,Promovido de Fase,Promovido de Fase,Alocado em Fase anterior,Não atendido,B
2022,2010,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,56.0,455.0,6.0,2010-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,8.3,10.0,5.0,12,8.8,,,7.101,,Não,,Escola Pública,,7.5,5.167,4.0,Aluno-206,4.0,nan,,,nan,Ametista,,6.0,RA-206,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não atendido,B
2021,2006,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,129.0,827.0,5.0,2006-01-01,-3.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 6 (2º EM),Masculino,0.0,2.5,5.8,16,4.8,,,4.936,,Não,8.0,Escola Pública,,7.5,5.708,5.3,Aluno-207,4.0,nan,,,Ágata,Quartzo,,4.0,RA-207,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não atendido,C
2018,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,78.0,599.0,4.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Masculino,7.5,5.0,6.1,14,7.1,,,6.667,,Não,5.8,Escola Pública,,7.5,6.417,5.0,Aluno-208,4.0,Ametista,,,Ágata,Ágata,,7.5,RA-208,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não atendido,C
2019,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,140.0,843.0,7.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Masculino,0.0,5.0,6.0,14,4.8,,,4.499,,Não,7.8,Escola Pública,,5.6,3.75,5.0,Aluno-209,4.0,Quartzo,,,Quartzo,Quartzo,,5.2,RA-209,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Requer avaliação,C
2022,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,141.0,844.0,8.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Masculino,0.0,5.0,3.4,14,5.1,,,4.44,,Não,2.3,Escola Pública,,7.5,4.417,2.7,Aluno-210,4.0,nan,,,nan,Quartzo,,5.3,RA-210,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não atendido,C
2021,2009,2022,Sim,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,10.0,39.0,1.0,2009-01-01,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Masculino,9.2,10.0,7.6,13,8.8,,,8.465,,Sim,8.5,Escola Pública,,7.5,8.458,6.7,Aluno-211,4.0,nan,,,Topázio,Topázio,,7.5,RA-211,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,C
2022,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,49.0,407.0,2.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Masculino,9.6,5.0,6.2,14,8.4,,,7.268,,Não,7.8,Escola Pública,,7.5,6.958,4.8,Aluno-212,4.0,nan,,,nan,Ametista,,5.8,RA-212,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não atendido,C
2022,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,51.0,425.0,3.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Masculino,9.6,10.0,3.5,13,8.7,,,7.209,,Não,,Escola Pública,,7.5,6.833,5.0,Aluno-213,4.0,nan,,,nan,Ametista,,2.0,RA-213,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não atendido,C
2022,2007,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,133.0,832.0,6.0,2007-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 5 (1º EM),Masculino,0.0,5.0,4.3,15,6.1,,,4.87,,Não,,Escola Pública,,7.5,5.125,5.0,Aluno-214,4.0,nan,,,nan,Quartzo,,3.5,RA-214,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não atendido,C
2021,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,53.0,442.0,3.0,2009-01-01,0.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,6.7,10.0,7.8,13,5.8,,,7.172,,Não,10.0,Escola Pública,,7.5,6.542,5.7,Aluno-215,4.0,nan,,,Ágata,Ametista,,7.7,RA-215,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não atendido,D
2018,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,35.0,310.0,1.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,7.9,10.0,7.0,13,8.5,,,7.502,,Não,9.2,Escola Pública,,7.5,5.583,5.3,Aluno-216,4.0,Ametista,,,Ágata,Ametista,,6.5,RA-216,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não atendido,D
2021,2007,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,42.0,363.0,2.0,2007-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 5 (1º EM),Feminino,7.9,5.0,7.1,15,8.5,,,7.397,,Sim,7.7,Escola Pública,,7.5,7.292,6.3,Aluno-217,4.0,nan,,,Ametista,Ametista,,7.2,RA-217,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,D
2022,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,99.0,709.0,6.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Feminino,6.3,5.0,4.0,14,7.3,,,6.1,,Não,0.0,Escola Pública,,7.5,6.125,5.0,Aluno-218,4.0,nan,,,nan,Ágata,,7.0,RA-218,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não atendido,D
2019,2006,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,105.0,733.0,7.0,2006-01-01,-3.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 6 (2º EM),Masculino,8.8,2.5,3.5,16,6.9,,,5.942,,Não,1.7,Escola Pública,,7.5,6.375,4.0,Aluno-219,4.0,Ametista,,,Ágata,Quartzo,,4.8,RA-219,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não atendido,D
2022,2009,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,60.0,479.0,4.0,2009-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3,Fase 3 (7º e 8º ano),Feminino,0.0,10.0,6.5,13,8.1,,,7.028,,Sim,5.8,Escola Pública,,7.5,7.833,6.8,Aluno-220,4.0,nan,,,nan,Ágata,,6.8,RA-220,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não atendido,D
2022,2008,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,68.0,528.0,5.0,2008-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 4 (9º ano),Masculino,9.6,5.0,5.2,14,8.5,,,6.892,,Não,5.0,Escola Pública,,7.5,6.0,7.0,Aluno-221,4.0,nan,,,nan,Ágata,,3.5,RA-221,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não atendido,D
2019,2007,2022,Não,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,115.0,774.0,8.0,2007-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3,Fase 5 (1º EM),Feminino,7.1,5.0,6.2,15,4.6,,,5.604,,Não,6.0,Escola Pública,,7.5,4.917,5.0,Aluno-222,4.0,Ágata,,,Ametista,Quartzo,,7.5,RA-222,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não atendido,D
